Import Data,Date,Item,Received,Item Not Received Data,Pass 1,Pass 2,Pass 3,Notes
11/15/2022;[40635];Wyrmus,11.15.2022,40635.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Legplates of the Lost Protector
11/15/2022;[40304];Toada,11.15.2022,40304.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Headpiece of Fungal Bloom
11/15/2022;[40634];Hammerzz,11.15.2022,40634.0,Hammerzz,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Legplates of the Lost Conqueror
11/15/2022;[40635];Budulu,11.15.2022,40635.0,Budulu,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Legplates of the Lost Protector
11/15/2022;[40299];Puppylion,11.15.2022,40299.0,Puppylion,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Pauldrons of the Abandoned
11/15/2022;[40189];Duckiie,11.15.2022,40189.0,Duckiie,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Angry Dread
11/15/2022;[40197];Toada,11.15.2022,40197.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Gloves of the Fallen Wizard
11/15/2022;[40064];Toada,11.15.2022,40064.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Thunderstorm Amulet
11/15/2022;[40185];Toada,11.15.2022,40185.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Shoulderguards of Opportunity
11/15/2022;[40412];Jojop,11.15.2022,40412.0,Jojop,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Ousted Bead Necklace
11/15/2022;[40203];Toada,11.15.2022,40203.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Breastplate of Tormented Rage
11/15/2022;[40258];Toada,11.15.2022,40258.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Forethought Talisman
11/15/2022;[40236];Toada,11.15.2022,40236.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Serene Echoes
11/15/2022;[40233];Toada,11.15.2022,40233.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,The Undeath Carrier
11/15/2022;[40638];Budulu,11.15.2022,40638.0,Budulu,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Mantle of the Lost Protector
11/15/2022;[40242];Toada,11.15.2022,40242.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Grotesque Handgrips
11/15/2022;[40245];Jojop,11.15.2022,40245.0,Jojop,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Fading Glow
11/15/2022;[40639];Spuki,11.15.2022,40639.0,Spuki,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Mantle of the Lost Vanquisher
11/15/2022;[40080];Toada,11.15.2022,40080.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Lost Jewel
11/15/2022;[39712];Toada,11.15.2022,39712.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Gemmed Wand of the Nerubians
11/15/2022;[39719];Gagethemage,11.15.2022,39719.0,Gagethemage,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Mantle of the Locusts
11/15/2022;[39702];Toada,11.15.2022,39702.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Arachnoid Gold Band
11/15/2022;[40407];Relsie,11.15.2022,40407.0,Relsie,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Silent Crusader
11/15/2022;[39723];Toada,11.15.2022,39723.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Fire-Scorched Greathelm
11/15/2022;[39735];Luckylira,11.15.2022,39735.0,Luckylira,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Belt of False Dignity
11/15/2022;[40064];Toada,11.15.2022,40064.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Thunderstorm Amulet
11/15/2022;[39732];Toada,11.15.2022,39732.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Faerlina's Madness
11/15/2022;[39758];Duckiie,11.15.2022,39758.0,Duckiie,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,The Jawbone
11/15/2022;[40062];Toada,11.15.2022,40062.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Digested Silken Robes
11/15/2022;[40252];Neverdruid,11.15.2022,40252.0,Neverdruid,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Cloak of the Shadowed Sun
11/15/2022;[39763];Elemenace,11.15.2022,39763.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Wraith Strike
11/15/2022;[40367];Puppylion,11.15.2022,40367.0,Puppylion,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Boots of the Great Construct
11/15/2022;[40368];Toada,11.15.2022,40368.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Murder
11/15/2022;[40373];Toada,11.15.2022,40373.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Extract of Necromantic Power
11/15/2022;[40373];Toada,11.15.2022,40373.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Extract of Necromantic Power
11/15/2022;[40373];Neverdruid,11.15.2022,40373.0,Neverdruid,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Extract of Necromantic Power
11/15/2022;[40379];Neverdruid,11.15.2022,40379.0,Neverdruid,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Legguards of the Boneyard
11/15/2022;[40395];Toada,11.15.2022,40395.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Torch of Holy Fire
11/15/2022;[40387];Hammerzz,11.15.2022,40387.0,Hammerzz,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Boundless Ambition
11/15/2022;[40403];Budulu,11.15.2022,40403.0,Budulu,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Drape of the Deadly Foe
11/15/2022;[40631];Sinc,11.15.2022,40631.0,Sinc,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Crown of the Lost Conqueror
11/15/2022;[40631];Lilyna,11.15.2022,40631.0,Lilyna,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Crown of the Lost Conqueror
11/15/2022;[40549];Wyrmus,11.15.2022,40549.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Boots of the Renewed Flight
11/15/2022;[40588];Toada,11.15.2022,40588.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Tunic of the Artifact Guardian
11/15/2022;[40590];Toada,11.15.2022,40590.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Elevated Lair Pauldrons
11/15/2022;[40560];Mochtitan,11.15.2022,40560.0,Mochtitan,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Leggings of the Wanton Spellcaster
11/15/2022;[40432];Elemenace,11.15.2022,40432.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Illustration of the Dragon Soul
11/15/2022;[40437];Neverdruid,11.15.2022,40437.0,Neverdruid,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Concealment Shoulderpads
11/15/2022;[40630];Duckiie,11.15.2022,40630.0,Duckiie,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Gauntlets of the Lost Vanquisher
11/15/2022;[44004];Toada,11.15.2022,44004.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Bountiful Gauntlets
11/15/2022;[44007];Toada,11.15.2022,44007.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Headpiece of Reconciliation
11/15/2022;[40629];Wyrmus,11.15.2022,40629.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Gauntlets of the Lost Protector
11/15/2022;[43345];Gagethemage,11.15.2022,43345.0,Gagethemage,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,
44880;44577;Gagethemage,11.15.2022,44577.0,Gagethemage,Bubblt;Budulu;Duckiie;Elemenace;Gagethemage;Hammerzz;Hideonchong;Jojop;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Rattenfänger;Relsie;Rumpdk;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Reae;Flencie;khandricl;,,,,Heroic Key to the Focusing Iris
11/22/2022;[40410];Toada,11.22.2022,40410.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Shadow of the Ghoul
11/22/2022;[39704];Wyrmus,11.22.2022,39704.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Pauldrons of Unnatural Death
11/22/2022;[39712];Mochtitan,11.22.2022,39712.0,Mochtitan,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Gemmed Wand of the Nerubians
11/22/2022;[40075];Budulu,11.22.2022,40075.0,Budulu,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Ruthlessness
11/22/2022;[39720];Toada,11.22.2022,39720.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Leggings of Atrophy
11/22/2022;[39727];Neverdruid,11.22.2022,39727.0,Neverdruid,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Dislocating Handguards
11/22/2022;[39733];Elemenace,11.22.2022,39733.0,Elemenace,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Gloves of Token Respect
11/22/2022;[40108];Luckylira,11.22.2022,40108.0,Luckylira,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Seized Beauty
11/22/2022;[39729];Wyrmus,11.22.2022,39729.0,Wyrmus,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Bracers of the Tyrant
11/22/2022;[39762];Toada,11.22.2022,39762.0,Toada,Bubblt;Budulu;Duckiie;Elemenace;Flencie;Gagethemage;Hammerzz;Lilyna;Luckylira;Lumchi;Manasponge;Mochtitan;Neverdruid;Puppylion;Reae;Relsie;Rumpdk;Shamabah;Sinc;Sneakybeak;Spuki;Terrez;Toada;Wyrmus;Zeralock;Rattenfänger;khandricl;,,,,Torn Web Wrapping
